song_title,artist_name,release_year,decade,genre,lyrics,pageviews,featured_artists_count,primary_tag,source_url,total_word_count,count_chorus,count_verse,count_intro,count_bridge,unique_special_word,special_words_ratio,special_word_without_chorus,unique_ratio_no_repeated_chorus,profanity_count,profanity_ratio,adjectives_count,adjectives_ratio

[Chorus]
We (We) are never, ever, ever getting back together
We are never, ever, ever getting back together
You go talk to your friends, talk to my friends, talk to me (Talk to me)
But we are never, ever, ever, ever getting back together

[Post-Chorus]
Ooh, ooh-ooh-ooh (Yeah)
Ooh, ooh-ooh-ooh-ooh (Yeah)
Ooh, ooh-ooh-ooh (Yeah)
Oh

[Bridge]
I used to think that we were forever, ever
And I used to say, ""Never say never""

[Interlude]
Ugh, so he calls me up and he's like, ""I still love you""
And I'm like, ""I just, I mean, this is exhausting, you know?
Like, we are never getting back together, like, ever""

[Chorus]
(No) We are never, ever, ever getting back together
We are never, ever, ever (Oh) getting back together
You go talk to your friends, talk to my friends, talk to me
But we are never, ever, ever, ever getting back together

[Outro]
We (Ooh, ooh-ooh-ooh, ooh, ooh; no), getting back together
We (Ooh, ooh-ooh-ooh, ooh, ooh; oh, oh), getting back together (Yeah)
You go talk to your friends, talk to my friends, talk to me (Talk to me)
But we are never, ever, ever, ever getting back together",2127575,0,rock,https://genius.com/Taylor-swift-we-are-never-ever-getting-back-together-lyrics,380,3,2,0,1,77,0.3422222222222222,125,0.616,0,0.0,16,0.042105263157894736
Time,Pink Floyd,1973,1970s,rock,"[Part I: Time]

*ticking clocks*
*clocks ringing*
[Instrumental Intro]

[Verse 1: David Gilmour]
Ticking away
The moments that make up a dull day
You fritter and waste the hours
In an offhand way
Kicking around on a piece of ground
In your hometown
Waiting for someone
Or something to show you the way

[Chorus: Richard Wright]
Tired of lying in the sunshine
Staying home to watch the rain
You are young and life is long
And there is time to kill today
And then one day you find
Ten years have got behind you
No one told you when to run
You missed the starting gun

[Guitar Solo]

[Verse 2: David Gilmour]
And you run, and you run
To catch up with the sun, but it's sinking
And racing around
To come up behind you again
The sun is the same in a relative way
But you're older
Shorter of breath
And one day closer to death

[Chorus: Richard Wright]
Every year is getting shorter
Never seem to find the time
Plans that either come to naught
Or half a page of scribbled lines
Hanging on in quiet desperation
Is the English way
The time is gone, the song is over
Thought I'd something more to say

[Part II: Breathe (In the Air) [Reprise]]

[Verse: David Gilmour]
Home, home again
I like to be here when I can
When I come home cold and tired
It's good to warm my bones beside the fire
Far away across the field
The tolling of the iron bell
Calls the faithful to their knees
To hear the softly spoken magic spells",2021007,0,rock,https://genius.com/Pink-floyd-time-lyrics,237,2,3,1,0,100,0.7936507936507936,98,1.0204081632653061,1,0.004219409282700422,18,0.0759493670886076
Florida!!!,Taylor Swift,2024,2020s,rock,"[Verse 1: Taylor Swift]
You can beat the heat if you beat the charges too
They said I was a cheat, I guess it must be true
And my friends all smell like weed or little babies
And this city reeks of driving myself crazy

[Pre-Chorus: Taylor Swift]
Little did you know your home's really only
A town you're just a guest in
So you work your life away just to pay
For a time-share down in Destin

[Chorus: Taylor Swift & Florence Welch, Taylor Swift]
Florida
Is one hell of a drug
Florida
Can I use you up?

[Verse 2: Florence Welch, Taylor Swift & Florence Welch]
The hurricane with my name when it came
I got drunk and I dared it to wash me away
Barricaded in the bathroom with a bottle of wine
Well, me and my ghosts, wе had a hell of a time
Yes, I'm hauntеd, but I'm feeling just fine
All my girls got their lace and their crimes
And your cheating husband disappeared, well
No one asks any questions here
So I did my best to lay to rest
All of the bodies that have ever been on my body
And in my mind, they sink into the swamp
Is that a bad thing to say in a song?

[Pre-Chorus: Florence Welch]
Little did you know your home's really only
The town you'll get arrested
So you pack your life away just to wait out
The shitstorm back in Texas

[Chorus: Taylor Swift & Florence Welch, Taylor Swift]
Florida
Is one hell of a drug
Florida
Can I use you
 up?

[Bridge: Taylor Swift, Florence Welch, Taylor Swift & Florence Welch]
I need to forget, so take me to Florida
I've got some regrets, I'll bury them in Florida
Tell me I'm despicable, say it's unforgivable
At least the dolls are beautiful, fuck me up, Florida
I need to forget, so take me to Florida
I've got some regrets, I'll bury them in Florida
Tell me I'm despicable, say it's unforgivable
What a crash, what a rush, fuck me up, Florida
It's one hell of a drug
It's one hell of a drug
Love left me like this and I don't want to exist
So take me to Florida

[Pre-Chorus: Taylor Swift, Taylor Swift & Florence Welch, Florence Welch]
Little did you know your home's really only
A town you're just a guest in (Florida)
So you work your life away just to pay
For a time-share down in 
Destin (Take me to Florida)
Little did you know your home's really only
The town you'll get arrested (Florida)
So you pack your life away just to wait out
The shitstorm back in Texas

[Chorus: Taylor Swift & Florence Welch, Taylor Swift]
Florida
Is one hell of a drug
(
Take me to
) Florida
Can I use you up?
Florida
Is one hell of a drug
Florida
Go on, fuck me up",2026049,1,rock,https://genius.com/Taylor-swift-florida-lyrics,424,3,2,0,1,106,0.5170731707317073,132,0.803030303030303,12,0.02830188679245283,15,0.03537735849056604
Wishing Well,Juice WRLD,2020,2020s,rock,"[Intro]
Mm-mm, mm-mm-mm-mm, mm-mm-mm, uh
I can't breathe (
Chopsquad
), I can't breathe, 999
Waiting for the exhale
I toss my pain with my wishes in a wishing well

[Chorus]
I can't breathe, I'm waiting for the exhale
Toss my pain with my wishes in a wishing well
Still no luck, but oh well
I still try even though I know I'm gon' fail
Stress on my shoulders like a anvil
Perky got me itching like a anthill
Drugs killing me softly, Lauryn Hill
Sometimes I don't know how to feel

[Verse 1]
Ring-ring, phone call from depression
You used my past and my memories as a weapon
On the other line, I talk to addiction, huh
Speaking of the devil, all the drugs, I miss them
This can't be real, is it fiction?
Somethin' feels broke, need to fix it
I cry out for help, do they listen?
I'ma be alone until it's finished

[Pre-Chorus]
This is the part where I tell you I'm fine, but I'm lying
I just don't want you to worry
This is the part where I take all my feelings and hide 'em
'Cause I don't want nobody to hurt me

[Chorus]
I can't breathe, I'm waiting for the exhale
Toss my pain with my wishes in a wishing well
Still no luck, but oh well
I still try even though I know I'm gon' fail
It's stress on my shoulders like a anvil
Perky got me itching like a anthill
Drugs killing me softly, Lauryn Hill
Sometimes I don't know how to feel

[Verse 2]
Sometimes I don't know how to feel
Let's be for real
If it wasn't for the pills, I wouldn't be here
But if I keep taking these pills, I won't be here, yeah
I just told y'all my secret, yeah
It's tearing me to pieces
I really think I need them
I stopped taking the drugs and now the drugs take me

[Pre-Chorus]
This is the part where I tell you I'm fine, but I'm lying
I just don't want you to worry
This is the part where I take all my feelings and hide 'em
'Cause I don't want nobody to hurt me

[Chorus]
I can't breathe, I'm waiting for the exhale
Toss my pain with my wishes in a wishing well
Still no luck, but oh well
I still try even though I know I'm gon' fail
It's stress on my shoulders like a anvil
Perky got me itching like a anthill
Drugs killing me softly, Lauryn Hill
Sometimes I don't know how to feel",1946798,0,rock,https://genius.com/Juice-wrld-wishing-well-lyrics,418,3,2,1,0,98,0.4206008583690987,115,0.8521739130434782,0,0.0,19,0.045454545454545456
Taste,Sabrina Carpenter,2024,2020s,rock,"[Verse 1]
Oh, I leave quite an impression
Five feet to be exact
You're wonderin' why half his clothes went missin'
My body's where they're at

[Pre-Chorus]
Now I'm gone, but you're still layin'
Next to me, one degree of separation

[Chorus]
I heard you're back together and if that's true
You'll just have to taste me when he's kissin' you
If you want forever, and I bet you do
Just know you'll taste me too

[Post-Chorus]
Uh-huh

[Verse 2]
He pins you down on the carpet
Makes paintings with his tongue (La-la-la-la-la-la-la)
Hе's funny now, all his jokes hit different
Guеss who he learned that from?

[Pre-Chorus]
Now I'm gone, but you're still layin'
Next to me, one degree of separation

[Chorus]
I heard you're back together and if that's true
You'll just have to taste me when he's kissin' you
If you want forever, and I bet you do (I bet you do)
Just know you'll taste me too

[Post-Chorus]
La-la-la-la-la-la-la

[Bridge]
Every time you close your eyes
And feel his lips, you're feelin' mine
And every time you breathe his air
Just know I was already there
You can have him if you like
I've been there, done that once or twice
And singin' 'bout it don't mean I care
Yeah, I know I've been known to share

[Chorus]
Well, I heard you're back together and if that's true
You'll just have to taste me when he's kissin' you
If you want forever, and I bet you do (I bet you do)
Just know you'll taste me too

[Outro]
Taste me too, ow (La-la-la-la-la-la-la)
You'll just have to taste me when he's kissin' you
You, no, yeah, ah-ah (La-la-la-la-la-la-la)
You'll just have to taste me when he's kissin' you",1950094,0,rock,https://genius.com/Sabrina-carpenter-taste-lyrics,279,3,2,0,1,76,0.5352112676056338,80,0.95,0,0.0,13,0.04659498207885305
Fast Car,Tracy Chapman,1988,1980s,rock,"[Verse 1]
You got a fast car
I want a ticket to anywhere
Maybe we make a deal
Maybe together we can get somewhere
Any place is better
Starting from zero, got nothing to lose
Maybe we'll make somethin'
Me, myself, I got nothing to prove

[Verse 2]
You got a fast car
I got a plan to get us outta here
I been working at the convenience store
Managed to save just a little bit of money
Won't have to drive too far
Just across the border and into the city
You and I can both get jobs
Finally see what it means to be living

[Verse 3]
See, my old man's got a problem
He lives with a bottle, that's the way it is
He says his body's too old for workin'
His body's too young to look like his
When mama went off and left him
She wanted more from life than he could give
I said, ""Somebody's gotta take care of him""
I quit school and that's what I did

[Pre-Chorus]
You got a fast car
Is it fast enough so we can fly away?
We gotta make a decision
Leave tonight or live and die this way

[Chorus]
So I remember when we were drivin', drivin' in your car
Speed so fast, I felt like I was drunk
City lights lay out before us
And your arm felt nice wrapped 'round my shoulder
And I had a feeling that I belonged
I had a feelin' I could be someone
Be someone, be someone

[Verse 4]
You got a fast car
We go cruisin', entertain ourselves
You still ain't got a job
And I work in a market as a checkout girl
I know things will get better
You'll find work and I'll get promoted
And we'll move out of the shelter
Buy a bigger house and live in the suburbs

[Chorus]
So I remember when we were drivin', drivin' in your car
Speed so fast, I felt like I was drunk
City lights lay out before us
And your arm felt nice wrapped 'round my shoulder
And I had a feeling that I belonged
I had a feelin' I could be someone
Be someone, be someone

[Verse 5]
You got a fast car
I got a job that pays all our bills
You stay out drinkin' late at the bar
See more of your friends than you do of your kids
I'd always hoped for better
Thought maybe together, you and me'd find it
I got no plans, I ain't going nowhere
So take your fast car and keep on drivin'

[Chorus]
So I remember when we were drivin', drivin' in your car
Speed so fast, I felt like I was drunk
City lights lay out before us
And your arm felt nice wrapped 'round my shoulder
And I had a feeling that I belonged
I had a feelin' I could be someone
Be someone, be someone

[Outro]
You got a fast car
Is it fast enough so you can fly away?
You gotta make a decision
Leave tonight or live and die this way",2034456,0,rock,https://genius.com/Tracy-chapman-fast-car-lyrics,505,3,5,0,0,133,0.5115384615384615,182,0.7307692307692307,3,0.005940594059405941,24,0.047524752475247525
Chop Suey!,System of a Down,2001,2000s,rock,"[Intro: Serj Tankian]
We're rolling ""Suicide""

[Verse: Serj Tankian]
Wake up (Wake up)
Grab a brush and put a little makeup
Hide your scars to fade away the shakeup (Hide the scars to fade away the shakeup)
Why'd you leave the keys upon the table?
Here you go, create another fable, you wanted to
Grab a brush and put a little makeup, you wanted to
Hide the scars to fade away the shakeup, you wanted to
Why'd you leave the keys upon the table? You wanted to

[Chorus: Serj Tankian, Serj Tankian & Daron Malakian]
I don't think you 
trust
In my self-righteous suicide
I cry when angels deserve to
 die

[Verse: Serj Tankian]
Rah, wake up (Wake up)
Grab a brush and put a little makeup (A little bit)
Hide the scars to fade away the (Hide the scars to fade away the shakeup)
Why'd you leave the keys upon the table?
Here you go, create another fable, you wanted to
Grab a brush and put a little makeup, you wanted to
Hide the scars to fade away the shakeup, you wanted to
Why'd you leave the keys upon the table? You wanted to

[Chorus: Serj Tankian, Serj Tankian & Daron Malakian]
I don't think you 
trust
In my self-righteous suicide
I cry when angels deserve to die
In my self-righteous suicide
I cry
 when angels deserve to die

[Bridge: Serj Tankian & 
Daron Malakian
]
Father, 
father
, father, 
father
Father, 
father
, father, 
father
Father, into your hands I commend my spirit
Father, into your hands
Why have you forsaken me?
In your eyes, forsaken me?
In your thoughts, forsaken me?
In your heart, forsaken me? Oh

[Chorus: Serj Tankian & Daron Malakian]
Trust
In my self-righteous suicide
I cry when angels deserve to die
In my self-righteous suicide
I cry when angels deserve to die",1943002,0,rock,https://genius.com/System-of-a-down-chop-suey-lyrics,274,2,2,1,0,47,0.2974683544303797,103,0.4563106796116505,0,0.0,11,0.040145985401459854
You Are My Sunshine,Johnny Cash,2003,2000s,rock,"[Verse 1]
The other night dear, as I lay sleeping
I dreamed I held you in my arms
When I awoke, dear, I was mistaken
So I bowed my head and I cried

[Chorus]
You are my sunshine, my only sunshine
You make me happy when skies are gray
You'll never know, dear, how much I love you
Please don't take my sunshine away

[Instrumental Break]

[Verse 2]
I've always loved you and made you happy
And nothing else could come between
But now you've left me to love another
You have shattered all of my dreams

[Chorus]
You are my sunshine, my only sunshine
You make me happy when skies are gray
You'll never know, dear, how much I love you
Please don't take my sunshine away

[Spoken Outro]
(I always hated that third verse)
*Laughter*
It was a nice short version
Do you wanna- uh, pick it up?
I't's alright (It's good)
(We got a short version)
It might have that other verse on it in another take
Well, I'll tell you what... Let's... uhm...
Well, if I feel like my song's a song... *Laughter*
It don't care... (There you go!)
I don't care if it's short
And I feel like my song's a song
A pleasure! Two minutes... I've recorded songs two minutes
(They were huge hits!)
Have you got, uh, time on that?",2005626,0,rock,https://genius.com/Johnny-cash-you-are-my-sunshine-lyrics,217,2,2,0,0,71,0.6120689655172413,99,0.7171717171717171,0,0.0,19,0.08755760368663594
We Are Young,fun.,2011,2010s,rock,"[Verse 1: Nate Ruess]
Give me a second, I, I need to get my story straight
My friends are in the bathroom getting higher than the Empire State
My lover, she is waiting for me just across the bar
My seat's been taken by some sunglasses askin' 'bout a scar, and
I know I gave it to you months ago
I know you're tryin' to forget
But between the drinks and subtle things
The holes in my apologies
You know, I'm tryin' hard to take it back

[Pre-Chorus: Nate Ruess]
So if by the time the bar closes
And you feel like fallin' down
I'll carry you home

[Chorus: Nate Ruess]
Tonight
We are young
So let's set the world on fire
We can burn brighter than the sun
Tonight
We are young
So let's set the world on fire
We can burn brighter than the sun

[Verse 2: Nate Ruess]
Now I know that I'm not all that you got
I guess that I, I just thought
Maybe we could find new ways to fall apart
But our friends are back, so let's raise a toast
'Cause I found someone to carry me home

[Chorus: Nate Ruess]
Tonight
We are young
So let's set the world on fire
We can burn brighter than the sun
Tonight
We are young
So let's set the world on fire
We can burn brighter than the sun

[Bridge: Janelle Monáe & Nate Ruess]
Carry me home tonight
(Na-na, na-na-na-na-na-na, na-na-na-na)
Just carry me home tonight
(Na-na, na-na-na-na-na-na, na-na-na-na)
Carry me home tonight
(Na-na, na-na-na-na-na-na, na-na-na-na)
Just carry me home tonight
(Na-na, na-na-na-na-na-na, na-na-na-na)
(Na-na, na-na-na-na-na-na, na-na-na-na)
The moon is on my side, I have no reason to run
(Na-na, na-na-na-na-na-na, na-na-na-na)
So will someone come and carry me home tonight?
(Na-na, na-na-na-na-na-na, na-na-na-na)
The angels never arrived, but I can hear the choir
(Na-na, na-na-na-na-na-na, na-na-na-na)
So will someone come and carry me home?

[Chorus: Nate Ruess]
Tonight
We are young
So let's set the world on fire
We can burn brighter than the sun
Tonight
We are young
So let's set the world on fire
We can burn brighter than the sun

[Outro: Nate Ruess]
So if by the time the bar closes
And you feel like fallin' down
I'll carry you home tonight",1899952,1,rock,https://genius.com/Fun-we-are-young-lyrics,353,3,2,0,1,83,0.4368421052631579,136,0.6102941176470589,0,0.0,42,0.11898016997167139
Pokémon Theme,Jason Paige,1999,1990s,rock,"[Verse 1]
I wanna be the very best
Like no one ever was
To catch them is my real test
To train them is my cause
I will travel across the land
Searching far and wide
Teach Pokémon to understand
The power that's inside

[Chorus]
(Pokémon
Gotta catch 'em all) It's you and me
I know it's my destiny (Pokémon)
Oh, you're my best friend
In a world we must defend (Pokémon
Gotta catch 'em all) A heart so true
Our courage will pull us through
You teach me and I'll teach you (Ooh, ooh)
Pokémon! (Gotta catch 'em all)
Gotta catch 'em all
Yeah

[Verse 2]
Every challenge along the way
With courage, I will face
I will battle every day
To claim my rightful place
Come with me, the time is right
There's no better team
Arm in arm, we'll win the fight
It's always been our dream

[Chorus]
(Pokémon
Gotta catch 'em all) It's you and me
I know it's my destiny (Pokémon)
Oh, you're my best friend
In a world we must defend (Pokémon
Gotta catch 'em all) A heart so true
Our courage will pull us through
You teach me and I'll teach you (Ooh, ooh)
Pokémon! (Gotta catch 'em all)
Gotta catch 'em all

[Bridge]
Gotta catch 'em all
Gotta catch 'em all
Gotta catch 'em all
Yeah

[Guitar Solo]

[Chorus]
(Pokémon
Gotta catch 'em all) It's you and me
I know it's my destiny (Pokémon)
Oh, you're my best friend
In a world we must defend (Pokémon
Gotta catch 'em all) A heart so true
Our courage will pull us through
You teach me and I'll teach you (Ooh, ooh)
Pokémon! (Gotta catch 'em all)
Gotta catch 'em all (Pokémon)",1979476,0,rock,https://genius.com/Jason-paige-and-pokemon-pokemon-theme-lyrics,277,3,2,0,1,62,0.3780487804878049,93,0.6666666666666666,0,0.0,21,0.07581227436823104
Lost On You,LP,2015,2010s,rock,"[Verse 1]
When you get older, plainer, saner
Will you remember all the danger we came from?
Burnin' like embers, falling, tender
Longing for the days of no surrender, years ago
And will you know?

[Pre-Chorus]
So smoke 'em if you got 'em 'cause it's goin' down
All I ever wanted was you
I'll never get to heaven 'cause I don't know how
Let's raise a glass or two

[Chorus]
To all the things I've lost on you, oh
Tell me, are they lost on you? Oh
Just that you could cut me loose, oh
After everything I've lost on you, is that lost on you?

[Post-Chorus]
Oh-oh
Oh, is that lost on you?
Oh-oh
Baby, is that lost on you? Is that lost on you?

[Verse 2]
Wish that I could see the machinations
Understand the toil of expectations in your mind
Hold me like you never lost your patience
Tell me that you love me more than hate me all the time
And you're still mine

[Pre-Chorus]
So smoke 'em if you got 'em 'cause it's goin' down
All I ever wanted was you
Let's take a drink of heaven, this can turn around
Let's raise a glass or two

[Chorus]
To all the things I've lost on you, oh
Tell me, are they lost on you? Oh
Just that you could cut me loose, oh
After everything I've lost on you, is that lost on you?

[Post-Chorus]
Oh-oh
Oh, is that lost on you?
Oh-oh
Baby, is that lost on you? Is that lost on you?

[Bridge]
(Lost on you)
(Lost on you)
(Woah, woah, woah)

[Pre-Chorus]
Let's raise a glass or two

[Chorus]
To all the things I've lost on you, oh (Lost on you)
Tell me, are they lost on you? Oh (Lost on, lost on)
Just that you could cut me loose, oh
After everything I've lost on you, is that lost on you?
Is that lost on you?

[Outro]
(Ooh)
(Ooh)
(Ooh)
(Ooh)",1874405,0,rock,https://genius.com/Lp-lost-on-you-lyrics,316,3,2,0,1,65,0.4304635761589404,66,0.9848484848484849,0,0.0,13,0.04113924050632911
Say It Ain’t So,Weezer,1994,1990s,rock,"[Intro]
Oh, yeah
Alright

[Verse 1]
Somebody's Heine
Is crowding my icebox
Somebody's cold one
Is giving me chills
Guess I'll just close my eyes

[Interlude]
Oh, yeah
Alright
Feels good
Inside

[Verse 2]
Flip on the telly
Wrestle with Jimmy
Somethin' is bubblin'
Behind my back
The bottle is ready to blow

[Chorus]
Say it ain't so
Your drug is a heartbreaker
Say it ain't so
My love is a life taker

[Verse 3]
I can't confront you
I never could do
That which might hurt you
So try and be cool
When I say
""This way
Is a water slide away from me that takes you further every day""
So be cool

[Chorus]
Say it ain't so
Your drug is a heartbreaker
Say it ain't so
My love is a life taker

[Bridge]
Dear daddy, I write you
In spite of years of silence
You've cleaned up, found Jesus
Things are good, or so I hear
This bottle of Steven's
Awakens ancient feelin's
Like father, stepfather
The son is drowning in the flood
Yeah, yeah-yeah, yeah-yeah

[Guitar Solo]

[Chorus]
Say it ain't so
Your drug is a heartbreaker
Say it ain't so
My love is a life taker",1873748,0,rock,https://genius.com/Weezer-say-it-aint-so-lyrics,186,3,3,1,1,74,0.7115384615384616,86,0.8604651162790697,0,0.0,15,0.08064516129032258
My Love Mine All Mine,Mitski,2023,2020s,rock,"[Verse 1]
Moon, a hole of light
Through the big top tent up high
Here before and after me
Shinin' down on me
Moon, tell me if I could
Send up my heart to you?
So when I die, which I must do
Could it shine down here with you?

[Chorus]
'Cause my love is mine, all mine
I love, my, my, mine
Nothing in the world belongs to me
But my love, mine, all mine, all mine

[Verse 2]
My baby here on Earth
Showed me what my heart was worth
So when it comes to be my turn
Could you shine it down here for her?

[Chorus]
'Cause my love is mine, all mine
I love, my, my, mine
Nothing in the world belongs to me
But my love, mine, all mine
Nothing in the world is mine for free
But my love, mine, all mine, all mine",1895721,0,rock,https://genius.com/Mitski-my-love-mine-all-mine-lyrics,144,2,2,0,0,28,0.4745762711864407,39,0.717948717948718,0,0.0,7,0.04861111111111111
Mask,Dream,2021,2020s,rock,"[Intro]
(
Secure the bag, know what I mean? Banrisk on the beat
)
(
Ayo, Perish, this is hot, boy
)

[Verse 1]
I wear a mask with a smile for hours at a time
Stare at the ceiling while I hold back what's on my mind
And when they ask me how I'm doing, I say, ""I'm just fine""
And when they ask me how I'm doing, I say, ""I'm just fine""
But the fact is
I can never get off of my mattress
And all that they can ask is
""Why are you so sad, kid?"" (Why are you so sad, kid?)

[Pre-Chorus]
That's what the mask is
That's what the point of the mask is

[Chorus]
So you can see I'm tryin', you won't see me cryin'
I'll just keep on smilin', I'm good (Yeah, I'm good)
And it just keeps on pilin', it's so terrifying
But I keep on smilin', I'm good (Yeah, I'm good)
I've been carin' too much for so long
Been comparin' myself for so long
Been wearin' a smile for so long, it's real
So long, it's rеal, so long, it's real

[Verse 2]
Always bein' judged by a bunch of strangе faces
Scared to go outside, haven't seen the light in ages
But I've been places
So I'm okay-ish, so I'm okay-ish
Yeah, I'm okay, bitch
But the fact is
I need help, I'm failin' all my classes
They think that I need glasses
I just really wish that I could pass this (Wish that I could pass this)

[Pre-Chorus]
That's what the mask is
That's what the point of the mask is

[Chorus]
So you can see I'm tryin', you won't see me cryin'
I'll just keep on smilin', I'm good (Yeah, I'm good)
And it just keeps on pilin', it's so terrifying
But I keep on smilin', I'm good (Yeah, I'm good)
I've been carin' too much for so long
Been comparin' myself for so long
Been wearin' a smile for so long, it's real
So long, it's real, so long, it's real

[Outro]
So long, it's real
So long, it's real",1831775,0,rock,https://genius.com/Dream-mask-lyrics,340,2,2,1,0,80,0.47337278106508873,88,0.9090909090909091,1,0.0029411764705882353,36,0.10588235294117647
Clint Eastwood,Gorillaz,2001,2000s,rock,"[Intro: 2-D]
Hoo-hoo-hoo-hoo-hoo

[Chorus: 2-D]
I ain't happy, I'm feeling glad
I got sunshine in a bag
I'm useless, but not for long
The future is coming on
I ain't happy, I'm feeling glad
I got sunshine in a bag
I'm useless, but not for long
The future is coming on
It's coming on, it's coming on (Poof, right)
It's coming on, it's coming on (Yeah, haha)

[Verse 1: Del the Funky Homosapien]
Finally, someone let me out of my cage
Now time for me is nothing 'cause I'm countin' no age
Nah, I couldn't be there, now you shouldn't be scared
I'm good at repairs (It's all simple) and I'm under each snare
Intangible (Ah, y'all), bet you didn't think, so I command you to
Panoramic view (View?), look, I'll make it all manageable
Pick and choose, sit and lose, all you different crews
Chicks and dudes, who you think is really kickin' tunes?
Picture you getting down in a picture tube
Like you lit the fuse, you think it's fictional?
Mystical? Maybe, spiritual hero
Who appears in you to clear your view (Yeah) when you're too crazy?
Lifeless, to know the definition for what life is
Priceless to you because I put you on the hype shit
You like it? Gun smokin', righteous with one toke
Get psychic among those, possess you with one dose

[Chorus: 2-D & (Del the Funky Homosapien)]
I ain't happy, I'm feeling glad
I got sunshine in a bag
I'm useless, but not for long
The future is coming on
I ain't happy, I'm feeling glad
I got sunshine in a bag
I'm useless, but not for long
The future is coming on 
(That's right)
It's coming on, it's coming on
It's coming on, it's coming on

[Verse 2: Del the Funky Homosapien]
The essence, the basics, without it, you naked
Allow me to make this childlike in nature
Rhythm, you have it or you don't, that's a fallacy
I'm in them, every sproutin' tree, every child of peace
Every cloud and sea, you see with your eyes
I see destruction and demise, corruption in disguise 
(That's right)
From this fuckin' enterprise, now I'm sucked into your lies
Through Russel, not his muscles
But percussion he provides for me as a guide, y'all can see me now
'Cause you don't see with your eye, you perceive with your mind
That's the inner (Fuck 'em) so I'ma stick around with Russ and be a mentor
Bust a few rhymes so motherfuckers remember
Where the thought is, I brought all this
So you can survive when law is lawless 
(Right here)
Feelings, sensations that you thought was dead
No squealing and remember that it's all in your head

[Chorus: 2-D]
I ain't happy, I'm feeling glad
I got sunshine in a bag
I'm useless, but not for long
The future is coming on
I ain't happy, I'm feeling glad
I got sunshine in a bag
I'm useless, but not for long
My future is coming on
It's coming on, it's coming on
It's coming on, it's coming on

[Outro: 2-D]
My future is coming on
It's coming on, it's coming on
It's coming on, it's coming on
My future is coming on
It's coming on, it's coming on
It's coming on, it's coming on
My future is coming on
It's coming on, it's coming on
My future is coming on
It's coming on, it's coming on
My future is coming on
It's coming on, it's coming on
My future",1894529,1,rock,https://genius.com/Gorillaz-clint-eastwood-lyrics,557,3,2,1,0,149,0.5283687943262412,220,0.6772727272727272,7,0.012567324955116697,30,0.05385996409335727
Dreams,Fleetwood Mac,1977,1970s,rock,"[Intro: Stevie Nicks]
(Mmm)

[Verse 1: Stevie Nicks]
Now, here you go again
You say you want your freedom
Well, who am I to keep you down?
It's only right that you should
Play the way you feel it
But listen carefully to the sound
Of your loneliness

[Pre-Chorus: Stevie Nicks]
Like a heartbeat, (Heart) drives you mad (beat)
In the stillness (Still-) of remembering (-ness)
What you had (Lonely) and what you lost (Ooh, ooh)
And what you had (Ooh, ooh) and what you lost (Ooh)

[Chorus: Stevie Nicks, Stevie Nicks, Lindsey Buckingham & Christine McVie]
Oh, thunder only happens when it's rainin'Players only love you when they're playing
Say, ""Women, they will come and they will go""
When the rain washes you clean, you'll know
You'll know

[Instrumental Break]

[Verse 2: Stevie Nicks]
Now, here I go again
I see the crystal visions
I keep my visions to myself
It's only me who wants to
Wrap around your dreams
And have you any dreams you'd like to sell?
Dreams of loneliness

[Pre-Chorus: Stevie Nicks]
Like a heartbeat, (Heart) drives you mad (beat)
In the stillness (Still-) of remembering (-ness)
What you had (Lonely) and what you lost (Ooh, ooh)
And what you had (Ooh, ooh) Ooh, what you lost (Ah, ah)

[Chorus: Stevie Nicks, Stevie Nicks, Lindsey Buckingham & Christine McVie]
Thunder only happens when it's rainin'
Players only love you when they're playing
Women, they will come and they will go
When the rain washes you clean, you'll know
Oh, thunder only happens when it's rainin'
Players only love you when they're playing
Say, ""Women, they will come and they will go""
When the rain washes you clean, you'll know

[Outro: Stevie Nicks & Lindsey Buckingham &Christine McVie]
You'll know
You will know
Oh, you'll know",1874902,0,rock,https://genius.com/Fleetwood-mac-dreams-lyrics,252,2,2,1,0,54,0.432,55,0.9818181818181818,0,0.0,4,0.015873015873015872
